"id","url","title","foto"
"948","https://fitrecepty.info/recepty/podle-kategorie/svaciny/celerova-pomazanka-s-mrkvi-948/","Celerová pomazánka s mrkví ","https://fitrecepty.info/media/55/8d/558d2ecd-275a-418a-a184-9adb41d5f64e.jpg.890x618_q85_crop.jpg"
"656","https://fitrecepty.info/recepty/podle-kategorie/pomazanky/dip-z-arasidoveho-masla-656/","Dip z arašídového másla ","https://fitrecepty.info/media/9c/11/9c11b905-5eb5-4669-a433-1cad9b56349b.jpg.890x618_q85_crop.jpg"
"940","https://fitrecepty.info/recepty/podle-kategorie/vanocni/brusinkovy-kolac-940/","Brusinkový koláč","https://fitrecepty.info/media/3e/ba/3eba9c91-41cf-4448-9956-b04f9471ea08.jpg.890x618_q85_crop.jpg"
"775","https://fitrecepty.info/recepty/podle-kategorie/zdravemlsani/brusinkove-muffiny-775/","Brusinkové muffiny","https://fitrecepty.info/media/b9/d2/b9d21b21-b8fe-4d06-8221-9a756e17be6f.jpg.890x618_q85_crop.jpg"
"874","https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/brokolicovy-quiche-874/","Brokolicový quiche","https://fitrecepty.info/media/7c/8e/7c8e6eaf-e62e-46aa-a8f7-3835a5cab0df.jpg.890x618_q85_crop.jpg"
"1045","https://fitrecepty.info/recepty/podle-kategorie/polevky/fazolova-polevka-1115-1045/","Fazolová polévka ","https://fitrecepty.info/media/65/d1/65d1c8f8-9613-4ffe-864f-2bef0c932654.jpg.890x618_q85_crop.jpg"
"1054","https://fitrecepty.info/recepty/podle-kategorie/vanocni/celozrnna-vanocka-1219-1054/","Celozrnná vánočka","https://fitrecepty.info/media/9e/f7/9ef79f5c-00f5-4fb2-9075-d4ba8c1d5ad4.jpg.890x618_q85_crop.jpg"
"1007","https://fitrecepty.info/recepty/podle-kategorie/vanocni/citronovozazvorovy-kolac-1007/","Citronovo–zázvorový koláč ","https://fitrecepty.info/media/73/30/733089b1-a7fc-454e-83ee-6d648a8f0acb.jpg.890x618_q85_crop.jpg"
"957","https://fitrecepty.info/recepty/podle-kategorie/vanocni/cokoladove-koblihy-s-proteinem-957/","Čokoládové koblihy s proteinem ","https://fitrecepty.info/media/dc/60/dc60fc2d-9856-4967-9dd4-8a9d156cd304.jpg.890x618_q85_crop.jpg"
"912","https://fitrecepty.info/recepty/podle-kategorie/vanocni/datlove-kulicky-s-chia-912/","Datlové kuličky s chia ","https://fitrecepty.info/media/d4/41/d4417e6d-a08c-4b94-8400-a86d3cb1ffa3.jpg.890x618_q85_crop.jpg"
"932","https://fitrecepty.info/recepty/podle-kategorie/vanocni/fikove-cukrovi-932/","Fíkové cukroví","https://fitrecepty.info/media/31/3a/313a23e3-f62d-451a-982a-ff24088b6ddb.jpg.890x618_q85_crop.jpg"
"347","https://fitrecepty.info/recepty/podle-kategorie/vanocni/jahelne-kulicky-347/","Jáhelné kuličky","https://fitrecepty.info/media/76/3d/763dc874-e7fe-4abd-a79a-580e58db912a.jpg.890x618_q85_crop.jpg"
"958","https://fitrecepty.info/recepty/podle-kategorie/vanocni/jahodovi-santove-958/","Jahodoví santové","https://fitrecepty.info/media/d8/70/d87035a3-f4e6-469e-9a2a-a87142703f6c.jpg.890x618_q85_crop.jpg"
"323","https://fitrecepty.info/recepty/podle-kategorie/vanocni/karobove-pracny-323/","Karobové pracny","https://fitrecepty.info/media/b5/da/b5dac405-33ac-452b-90d9-3cabf4a8e4b0.jpg.890x618_q85_crop.jpg"
"153","https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/celozrnna-pizza-153/","Celozrnná pizza","https://fitrecepty.info/media/a9/4f/a94fe29c-40a7-46f7-816f-430d94a2fe81.jpg.890x618_q85_crop.jpg"
"588","https://fitrecepty.info/recepty/podle-kategorie/snidane/vajickove-muffiny-588/","Vajíčkové muffiny","https://fitrecepty.info/media/92/1f/921fae39-ab6b-4cf7-936b-aaa2fb2fd000.jpg.890x618_q85_crop.jpg"
"723","https://fitrecepty.info/recepty/podle-kategorie/snidane/ovesne-susenky-723/","Ovesné sušenky","https://fitrecepty.info/media/0b/5e/0b5ec1c0-b8f6-4ab1-bb3e-ad0d0b7700bd.jpg.890x618_q85_crop.jpg"
"1075","https://fitrecepty.info/recepty/podle-kategorie/snidane/granola-muffiny-1075/","Granola muffiny ","https://fitrecepty.info/media/07/1d/071d8273-769a-456d-8070-ce0fe91cd2d3.jpg.890x618_q85_crop.jpg"
"998","https://fitrecepty.info/recepty/podle-kategorie/snidane/skoricove-vafle-s-kefirem-998/","Skořicové vafle s kefírem ","https://fitrecepty.info/media/a6/55/a655d42d-8b73-47b3-bfb2-db42b3cf41c9.jpg.890x618_q85_crop.jpg"
"1033","https://fitrecepty.info/recepty/podle-kategorie/snidane/cokoladove-palacinky-726-1033/","Čokoládové palačinky","https://fitrecepty.info/media/5f/20/5f2024a8-89e0-4633-979c-557b1cef9f08.jpg.890x618_q85_crop.jpg"
"917","https://fitrecepty.info/recepty/podle-kategorie/snidane/cuketove-palacinky-917/","Cuketové palačinky ","https://fitrecepty.info/media/c0/23/c02335aa-6d47-4dc8-88d8-0cf15b83835e.jpg.890x618_q85_crop.jpg"
"132","https://fitrecepty.info/recepty/podle-kategorie/snidane/snidanove-bananove-muffiny-132/","Snídaňové banánové muffiny","https://fitrecepty.info/media/28/92/28920226-566f-47fa-af79-6aea71602fb2.jpg.890x618_q85_crop.jpg"
"1099","https://fitrecepty.info/recepty/podle-kategorie/snidane/zitny-chlebrugbrd-1099/","Žitný chléb/Rugbrød","https://fitrecepty.info/media/6e/5e/6e5e13e5-c1c4-42be-93d0-41cf9d1ac663.jpg.890x618_q85_crop.jpg"
"16","https://fitrecepty.info/recepty/podle-kategorie/napoje/zelene-smoothie-z-avokada-ananasu-a-bananu-16/","Zelené smoothie z avokáda, banánu a ananasu","https://fitrecepty.info/media/98/17/9817779e-2b45-4e44-9aba-8b9259fb6de4.jpg.890x618_q85_crop.jpg"
