id,url,title,foto,ingredience,nazev_ingredience
904,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/cuketove-placky-s-olivami-904/,Cuketové placky s olivami,https://fitrecepty.info/media/b8/cc/b8ccb5f7-0152-4bf5-8d47-1847985d79e4.jpg.890x618_q85_crop.jpg,4 vejce,vejce
1107,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/fazolovo-cizrnove-karbanatky-1107/,Fazolovo-cizrnové karbanátky ,https://fitrecepty.info/media/6c/4b/6c4b43e6-0f67-4f39-b651-687d3435a45e.jpg.890x618_q85_crop.jpg,100g cizrny z konzervy*,Cizrna
1000,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/hamburger-z-tunaka-1000/,Hamburger z tuňáka ,https://fitrecepty.info/media/4b/71/4b71d474-24a3-4a26-9821-ae986fe5f6a1.jpg.890x618_q85_crop.jpg,1 lžička mletého kari,Kari
188,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/krevetove-kari-188/,Krevetové kari,https://fitrecepty.info/media/58/c8/58c82dfc-7ed2-4d00-a659-1c419a864301.jpg.890x618_q85_crop.jpg,400 g loupaných krevet,Krevety
1056,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/krevety-v-sladke-chilli-omacce-s-bulgurem-1056/,Krevety v sladké chilli omáčce s bulgurem ,https://fitrecepty.info/media/67/08/6708626e-ac54-470d-996c-a8f412a639d5.jpg.890x618_q85_crop.jpg,1/2 lžičky chilli,Chilli
64,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/kukuricne-testoviny-s-kuretem-a-spenatovym-pestem-64/,Kukuřičné těstoviny s kuřetem a špenátovým pestem,https://fitrecepty.info/media/90/4c/904c1e82-1fae-4e49-a2e0-83f6f90faf7e.jpg.890x618_q85_crop.jpg,1 stroužek česneku,Česnek
754,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/kulicky-z-uzeneho-tofu-754/,Kuličky z uzeného tofu,https://fitrecepty.info/media/68/44/6844b5b3-074c-41db-94ac-f89cea1fdfa5.jpg.890x618_q85_crop.jpg,1 lžička chilli,Chilli
1017,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/kureci-masove-kulicky-v-kari-omacce-z-kokosoveho-mleka-1017/,Kuřecí masové kuličky v kari omáčce z kokosového mléka,https://fitrecepty.info/media/8c/33/8c334f02-9092-41b3-8ae4-e0db66fa6dc0.jpg.890x618_q85_crop.jpg,1 plechovka kokosového mléka,Kokosové mléko
1113,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/kureci-prsa-v-rajcatove-omacce-s-mozzarellou-1113/,Kuřecí prsa v rajčatové omáčce s mozzarellou ,https://fitrecepty.info/media/f4/7f/f47ff115-f1a1-4248-8ea3-b1ca3c18b8c1.jpg.890x618_q85_crop.jpg,240g celozrnných těstovin (nebo rýže),Celozrnné těstoviny
1113,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/kureci-prsa-v-rajcatove-omacce-s-mozzarellou-1113/,Kuřecí prsa v rajčatové omáčce s mozzarellou ,https://fitrecepty.info/media/f4/7f/f47ff115-f1a1-4248-8ea3-b1ca3c18b8c1.jpg.890x618_q85_crop.jpg,pepř,Pepř
1113,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/kureci-prsa-v-rajcatove-omacce-s-mozzarellou-1113/,Kuřecí prsa v rajčatové omáčce s mozzarellou ,https://fitrecepty.info/media/f4/7f/f47ff115-f1a1-4248-8ea3-b1ca3c18b8c1.jpg.890x618_q85_crop.jpg,1 stroužek česneku,Česnek
2,https://fitrecepty.info/recepty/podle-kategorie/obedy-a-vecere/kureci-rolky-plnene-spenatem-2/,Kuřecí rolky plněné špenátem,https://fitrecepty.info/media/41/b4/41b4ee6a-a56e-485f-8ac1-644af981e929.jpg.890x618_q85_crop.jpg,1 lžička koriandru,Koriandr
